DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2014-2015 Regular Season,10/29/2014,Zach Randolph,PF,Memphis,Minnesota,H,34.6,12,16,0,0,1,1,6,7,13,1,3,1,5,1,25
2014-2015 Regular Season,10/29/2014,Marc Gasol,C,Memphis,Minnesota,H,36.9,12,17,0,0,8,10,2,7,9,3,1,2,3,2,32
2014-2015 Regular Season,10/29/2014,Courtney Lee,SG,Memphis,Minnesota,H,35.5,5,11,2,4,2,2,1,0,1,3,2,2,3,1,14
2014-2015 Regular Season,10/29/2014,Mike Conley,PG,Memphis,Minnesota,H,34,7,14,1,4,1,3,1,0,1,6,3,1,1,0,16
2014-2015 Regular Season,10/29/2014,Kosta Koufos,C,Memphis,Minnesota,H,4.9,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2014-2015 Regular Season,10/29/2014,Beno Udrih,PG,Memphis,Minnesota,H,14,1,3,0,1,0,0,0,1,1,1,2,0,1,0,2
2014-2015 Regular Season,10/29/2014,Quincy Pondexter,SG,Memphis,Minnesota,H,11.2,1,2,1,2,1,2,0,0,0,1,1,0,0,0,4
2014-2015 Regular Season,10/29/2014,Vince Carter,SG,Memphis,Minnesota,H,16.4,1,7,0,4,2,2,0,1,1,1,4,1,0,0,4
2014-2015 Regular Season,10/29/2014,Jon Leuer,PF,Memphis,Minnesota,H,19.2,0,4,0,0,0,0,0,3,3,0,1,0,0,1,0
2014-2015 Regular Season,10/29/2014,Mike Dunleavy,SF,Chicago,New York,R,31,0,5,0,4,0,0,0,3,3,4,1,1,1,0,0
2014-2015 Regular Season,10/29/2014,Pau Gasol,PF,Chicago,New York,R,29.2,7,11,0,0,7,8,4,7,11,0,1,0,1,0,21
2014-2015 Regular Season,10/29/2014,Joakim Noah,C,Chicago,New York,R,19.9,1,4,0,0,1,2,2,4,6,2,2,0,2,3,3
2014-2015 Regular Season,10/29/2014,Kirk Hinrich,SG,Chicago,New York,R,23.7,4,10,3,7,1,1,0,1,1,0,3,1,2,0,12
2014-2015 Regular Season,10/29/2014,Derrick Rose,PG,Chicago,New York,R,21.4,3,7,0,3,7,8,0,3,3,5,2,2,3,0,13
2014-2015 Regular Season,10/29/2014,Aaron Brooks,PG,Chicago,New York,R,23.7,4,5,1,1,4,4,0,2,2,6,3,1,1,0,13
2014-2015 Regular Season,10/29/2014,Taj Gibson,PF,Chicago,New York,R,28.2,10,12,0,0,2,4,3,5,8,1,1,1,0,1,22
2014-2015 Regular Season,10/29/2014,Doug McDermott,SF,Chicago,New York,R,24.3,5,9,2,5,0,0,1,4,5,2,2,1,1,0,12
2014-2015 Regular Season,10/29/2014,Nikola Mirotic,PF,Chicago,New York,R,15.3,1,2,1,2,2,2,0,7,7,1,2,1,2,0,5
2014-2015 Regular Season,10/29/2014,Tony Snell,SF,Chicago,New York,R,17,1,4,0,1,1,1,0,1,1,0,1,1,1,0,3
2014-2015 Regular Season,10/29/2014,Cameron Bairstow,PF,Chicago,New York,R,3.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-2015 Regular Season,10/29/2014,E'Twaun Moore,SG,Chicago,New York,R,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,10/29/2014,Carmelo Anthony,SF,New York,Chicago,H,28.8,5,13,1,3,3,4,2,2,4,3,1,1,3,0,14
2014-2015 Regular Season,10/29/2014,Amar'e Stoudemire,PF,New York,Chicago,H,23.9,5,9,0,0,2,2,3,5,8,0,3,1,1,1,12
2014-2015 Regular Season,10/29/2014,Samuel Dalembert,C,New York,Chicago,H,19.9,2,5,0,0,2,2,2,2,4,2,2,0,1,3,6
2014-2015 Regular Season,10/29/2014,Shane Larkin,PG,New York,Chicago,H,25.6,2,6,0,2,2,2,0,2,2,3,2,1,0,0,6
2014-2015 Regular Season,10/29/2014,Iman Shumpert,SG,New York,Chicago,H,20.2,2,9,1,2,0,0,1,2,3,1,2,3,0,0,5
2014-2015 Regular Season,10/29/2014,Pablo Prigioni,PG,New York,Chicago,H,17.3,1,4,0,3,2,3,0,2,2,3,1,3,0,0,4
2014-2015 Regular Season,10/29/2014,J.R. Smith,SG,New York,Chicago,H,21.6,2,8,0,1,2,2,0,1,1,3,0,0,0,0,6
2014-2015 Regular Season,10/29/2014,Jason Smith,C,New York,Chicago,H,13.8,4,9,0,0,0,0,0,1,1,0,3,0,0,0,8
2014-2015 Regular Season,10/29/2014,Quincy Acy,PF,New York,Chicago,H,21.5,3,6,0,0,0,0,2,4,6,1,4,0,2,1,6
2014-2015 Regular Season,10/29/2014,Tim Hardaway Jr.,SG,New York,Chicago,H,17.9,2,10,1,6,2,2,0,0,0,1,2,0,0,0,7
2014-2015 Regular Season,10/29/2014,Cole Aldrich,C,New York,Chicago,H,17,1,2,0,0,0,0,4,3,7,2,2,0,1,0,2
2014-2015 Regular Season,10/29/2014,Cleanthony Early,SF,New York,Chicago,H,6.7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
2014-2015 Regular Season,10/29/2014,Travis Wear,SF,New York,Chicago,H,5.9,1,3,0,0,0,0,0,0,0,0,0,0,2,0,2
2014-2015 Regular Season,10/29/2014,Kyle Singler,SF,Detroit,Denver,R,29.9,3,7,2,4,0,0,0,2,2,1,4,0,2,0,8
2014-2015 Regular Season,10/29/2014,Josh Smith,PF,Detroit,Denver,R,35.8,9,22,0,3,7,11,1,4,5,3,5,1,2,2,25
2014-2015 Regular Season,10/29/2014,Andre Drummond,C,Detroit,Denver,R,27.1,5,10,0,0,1,4,3,6,9,1,6,2,1,1,11
2014-2015 Regular Season,10/29/2014,Kentavious Caldwell-Pope,SG,Detroit,Denver,R,35.7,3,19,1,8,0,0,2,5,7,3,1,0,1,1,7
2014-2015 Regular Season,10/29/2014,Brandon Jennings,PG,Detroit,Denver,R,19.8,2,4,0,0,0,0,0,4,4,2,0,0,3,0,4
2014-2015 Regular Season,10/29/2014,Caron Butler,SF,Detroit,Denver,R,22.8,0,5,0,3,0,0,1,5,6,1,2,1,1,0,0
2014-2015 Regular Season,10/29/2014,Spencer Dinwiddie,PG,Detroit,Denver,R,7.7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2014-2015 Regular Season,10/29/2014,Joel Anthony,C,Detroit,Denver,R,21,1,1,0,0,0,0,1,4,5,0,3,0,2,1,2
2014-2015 Regular Season,10/29/2014,D.J. Augustin,PG,Detroit,Denver,R,28.2,5,10,2,6,3,4,0,6,6,3,2,0,3,0,15
2014-2015 Regular Season,10/29/2014,Jonas Jerebko,PF,Detroit,Denver,R,12.2,3,5,1,2,0,0,0,1,1,0,3,0,0,0,7
2014-2015 Regular Season,10/29/2014,Danilo Gallinari,SF,Denver,Detroit,H,18.3,1,8,1,5,4,4,0,3,3,2,1,1,1,1,7
2014-2015 Regular Season,10/29/2014,Kenneth Faried,PF,Denver,Detroit,H,27.7,8,12,0,0,6,8,7,10,17,4,4,0,3,0,22
2014-2015 Regular Season,10/29/2014,Timofey Mozgov,C,Denver,Detroit,H,25.5,5,11,0,2,3,5,4,7,11,0,3,0,2,2,13
2014-2015 Regular Season,10/29/2014,Arron Afflalo,SG,Denver,Detroit,H,39.8,6,16,2,5,1,3,1,3,4,1,1,1,1,0,15
2014-2015 Regular Season,10/29/2014,Ty Lawson,PG,Denver,Detroit,H,33.1,1,7,0,3,1,2,0,0,0,5,2,0,2,0,3
2014-2015 Regular Season,10/29/2014,Jusuf Nurkic,C,Denver,Detroit,H,13,2,4,0,0,1,2,1,6,7,0,3,0,1,0,5
2014-2015 Regular Season,10/29/2014,Wilson Chandler,SF,Denver,Detroit,H,23.7,1,6,1,4,4,4,0,3,3,1,1,2,2,0,7
2014-2015 Regular Season,10/29/2014,Randy Foye,SG,Denver,Detroit,H,15.5,2,6,1,2,2,2,0,0,0,0,2,2,1,0,7
2014-2015 Regular Season,10/29/2014,Darrell Arthur,PF,Denver,Detroit,H,16.4,1,7,0,1,0,0,1,3,4,3,2,0,1,0,2
2014-2015 Regular Season,10/29/2014,Nate Robinson,PG,Denver,Detroit,H,6.1,1,4,0,1,1,1,0,0,0,1,0,0,0,0,3
2014-2015 Regular Season,10/29/2014,JaVale McGee,C,Denver,Detroit,H,9.1,1,2,0,0,0,0,0,2,2,0,1,0,1,1,2
2014-2015 Regular Season,10/29/2014,Alonzo Gee,SF,Denver,Detroit,H,12,1,2,1,1,0,0,0,0,0,0,1,1,0,0,3
2014-2015 Regular Season,10/29/2014,Trevor Ariza,SF,Houston,Utah,R,36.6,7,10,4,7,2,3,1,4,5,1,1,2,1,0,20
2014-2015 Regular Season,10/29/2014,Terrence Jones,PF,Houston,Utah,R,26.2,4,5,1,1,0,0,1,2,3,1,5,0,1,2,9
2014-2015 Regular Season,10/29/2014,Dwight Howard,C,Houston,Utah,R,31.9,10,16,0,0,2,3,3,7,10,0,6,1,6,2,22
2014-2015 Regular Season,10/29/2014,James Harden,SG,Houston,Utah,R,38.2,6,18,1,5,5,6,1,6,7,10,5,0,6,1,18
2014-2015 Regular Season,10/29/2014,Patrick Beverley,PG,Houston,Utah,R,30.7,3,6,1,3,0,0,0,2,2,2,3,1,2,0,7
2014-2015 Regular Season,10/29/2014,Donatas Motiejunas,PF,Houston,Utah,R,8.7,1,2,0,1,1,2,1,2,3,0,1,1,0,0,3
2014-2015 Regular Season,10/29/2014,Tarik Black,PF,Houston,Utah,R,16.1,1,5,0,0,0,0,0,2,2,0,1,1,0,0,2
2014-2015 Regular Season,10/29/2014,Jason Terry,SG,Houston,Utah,R,21.3,3,5,2,3,0,0,0,0,0,0,1,0,2,0,8
2014-2015 Regular Season,10/29/2014,Kostas Papanikolaou,SF,Houston,Utah,R,22.2,4,7,4,6,0,0,0,2,2,4,0,1,0,1,12
2014-2015 Regular Season,10/29/2014,Isaiah Canaan,PG,Houston,Utah,R,8.2,1,3,1,1,0,0,1,0,1,0,0,0,0,0,3
2014-2015 Regular Season,10/29/2014,Gordon Hayward,SF,Utah,Houston,H,38.1,3,11,0,3,2,2,2,6,8,7,1,1,1,0,8
2014-2015 Regular Season,10/29/2014,Derrick Favors,PF,Utah,Houston,H,27.2,7,10,0,0,2,3,5,2,7,2,4,3,3,4,16
2014-2015 Regular Season,10/29/2014,Enes Kanter,C,Utah,Houston,H,22.1,5,12,0,2,0,0,1,4,5,0,3,0,1,0,10
2014-2015 Regular Season,10/29/2014,Alec Burks,SG,Utah,Houston,H,35.9,6,11,1,2,5,6,1,2,3,2,2,1,2,0,18
2014-2015 Regular Season,10/29/2014,Trey Burke,PG,Utah,Houston,H,38.4,6,16,0,4,3,4,1,0,1,4,1,0,2,0,15
2014-2015 Regular Season,10/29/2014,Rodney Hood,SG,Utah,Houston,H,21.2,2,6,1,4,0,0,0,2,2,0,0,1,1,2,5
2014-2015 Regular Season,10/29/2014,Trevor Booker,PF,Utah,Houston,H,23.2,6,10,0,1,2,2,2,3,5,0,2,0,1,0,14
2014-2015 Regular Season,10/29/2014,Rudy Gobert,C,Utah,Houston,H,20.1,1,1,0,0,0,0,1,2,3,0,3,1,1,0,2
2014-2015 Regular Season,10/29/2014,Dante Exum,PG,Utah,Houston,H,9.6,2,3,1,1,0,0,0,0,0,1,0,1,1,0,5
2014-2015 Regular Season,10/29/2014,Joe Ingles,SF,Utah,Houston,H,4.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,10/29/2014,Wesley Johnson,SF,LA Lakers,Phoenix,R,28.4,2,7,0,1,5,5,0,1,1,2,1,1,0,1,9
2014-2015 Regular Season,10/29/2014,Carlos Boozer,PF,LA Lakers,Phoenix,R,23,2,6,0,0,0,0,0,4,4,1,2,1,8,0,4
2014-2015 Regular Season,10/29/2014,Jordan Hill,C,LA Lakers,Phoenix,R,25.4,2,7,0,0,2,2,5,6,11,2,4,0,0,0,6
2014-2015 Regular Season,10/29/2014,Kobe Bryant,SG,LA Lakers,Phoenix,R,27.9,11,25,2,4,7,7,1,3,4,3,2,2,2,0,31
2014-2015 Regular Season,10/29/2014,Jeremy Lin,PG,LA Lakers,Phoenix,R,21.1,2,5,0,2,2,2,0,2,2,1,0,0,2,0,6
2014-2015 Regular Season,10/29/2014,Ed Davis,PF,LA Lakers,Phoenix,R,32.6,6,10,0,0,2,5,6,3,9,3,5,2,0,2,14
2014-2015 Regular Season,10/29/2014,Ronnie Price,PG,LA Lakers,Phoenix,R,29.6,2,7,1,3,1,2,0,3,3,5,2,2,0,0,6
2014-2015 Regular Season,10/29/2014,Wayne Ellington,SG,LA Lakers,Phoenix,R,24.6,6,9,1,3,0,0,0,1,1,0,1,1,0,0,13
2014-2015 Regular Season,10/29/2014,Jordan Clarkson,PG,LA Lakers,Phoenix,R,15.4,2,6,0,0,0,0,0,2,2,2,1,0,0,0,4
2014-2015 Regular Season,10/29/2014,Robert Sacre,C,LA Lakers,Phoenix,R,12,2,4,0,0,2,2,0,1,1,1,0,0,1,0,6
2014-2015 Regular Season,10/29/2014,Marcus Morris,PF,Phoenix,LA Lakers,H,29.1,8,14,5,9,0,0,1,0,1,1,2,1,1,0,21
2014-2015 Regular Season,10/29/2014,Markieff Morris,PF,Phoenix,LA Lakers,H,25.9,5,10,1,4,1,1,1,2,3,2,3,1,0,0,12
2014-2015 Regular Season,10/29/2014,Miles Plumlee,C,Phoenix,LA Lakers,H,24.8,5,7,0,0,0,0,2,4,6,0,5,1,0,1,10
2014-2015 Regular Season,10/29/2014,Goran Dragic,SG,Phoenix,LA Lakers,H,26.2,6,12,0,2,6,6,0,5,5,2,2,1,1,0,18
2014-2015 Regular Season,10/29/2014,Eric Bledsoe,PG,Phoenix,LA Lakers,H,26.1,5,7,3,4,3,3,1,5,6,9,2,0,1,0,16
2014-2015 Regular Season,10/29/2014,Alex Len,C,Phoenix,LA Lakers,H,18.7,1,4,0,0,1,1,1,4,5,0,1,0,1,1,3
2014-2015 Regular Season,10/29/2014,Isaiah Thomas,PG,Phoenix,LA Lakers,H,20.3,9,11,5,7,0,2,0,1,1,3,1,0,2,0,23
2014-2015 Regular Season,10/29/2014,Gerald Green,SG,Phoenix,LA Lakers,H,22,2,8,0,3,0,0,0,1,1,2,2,1,3,0,4
2014-2015 Regular Season,10/29/2014,Archie Goodwin,SG,Phoenix,LA Lakers,H,9.8,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0
2014-2015 Regular Season,10/29/2014,Anthony Tolliver,PF,Phoenix,LA Lakers,H,11.8,2,2,2,2,1,2,1,5,6,0,3,0,2,0,7
2014-2015 Regular Season,10/29/2014,Shavlik Randolph,PF,Phoenix,LA Lakers,H,12.8,1,3,0,1,1,3,2,3,5,0,2,0,0,0,3
2014-2015 Regular Season,10/29/2014,Tyler Ennis,PG,Phoenix,LA Lakers,H,12.5,1,2,0,0,0,0,0,0,0,3,1,0,3,1,2
2014-2015 Regular Season,10/29/2014,Harrison Barnes,SF,Golden State,Sacramento,R,28.8,3,10,0,3,3,5,2,4,6,1,2,0,1,0,9
2014-2015 Regular Season,10/29/2014,Draymond Green,SF,Golden State,Sacramento,R,34.4,4,7,2,2,2,4,2,8,10,3,2,1,5,0,12
2014-2015 Regular Season,10/29/2014,Andrew Bogut,C,Golden State,Sacramento,R,18.1,2,2,0,0,0,0,0,5,5,0,4,0,1,4,4
2014-2015 Regular Season,10/29/2014,Klay Thompson,SG,Golden State,Sacramento,R,38,4,14,2,8,9,10,0,2,2,6,1,2,5,1,19
2014-2015 Regular Season,10/29/2014,Stephen Curry,PG,Golden State,Sacramento,R,36.5,7,17,2,9,8,9,1,9,10,5,5,6,4,0,24
2014-2015 Regular Season,10/29/2014,Festus Ezeli,C,Golden State,Sacramento,R,8.2,2,2,0,0,1,2,0,1,1,0,4,0,0,0,5
2014-2015 Regular Season,10/29/2014,Andre Iguodala,SG,Golden State,Sacramento,R,29.3,1,6,0,4,0,2,0,3,3,2,2,3,2,0,2
2014-2015 Regular Season,10/29/2014,Marreese Speights,PF,Golden State,Sacramento,R,17.8,8,13,0,0,0,0,2,3,5,2,2,0,3,0,16
2014-2015 Regular Season,10/29/2014,Leandro Barbosa,SG,Golden State,Sacramento,R,14.4,2,4,0,1,0,0,0,1,1,1,5,0,1,1,4
2014-2015 Regular Season,10/29/2014,Justin Holiday,SG,Golden State,Sacramento,R,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2014-2015 Regular Season,10/29/2014,Ognjen Kuzmic,C,Golden State,Sacramento,R,6.5,0,0,0,0,0,0,0,1,1,0,4,0,0,1,0
2014-2015 Regular Season,10/29/2014,Shaun Livingston,PG,Golden State,Sacramento,R,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,10/29/2014,Rudy Gay,SF,Sacramento,Golden State,H,33.5,5,15,0,2,4,5,2,7,9,0,3,1,3,1,14
2014-2015 Regular Season,10/29/2014,Jason Thompson,PF,Sacramento,Golden State,H,21.4,1,3,0,0,0,0,2,5,7,0,3,2,4,1,2
2014-2015 Regular Season,10/29/2014,DeMarcus Cousins,C,Sacramento,Golden State,H,30.8,4,14,0,0,12,18,3,8,11,1,5,1,6,0,20
2014-2015 Regular Season,10/29/2014,Ben McLemore,SG,Sacramento,Golden State,H,26.5,0,5,0,2,0,0,0,2,2,1,3,1,2,0,0
2014-2015 Regular Season,10/29/2014,Darren Collison,PG,Sacramento,Golden State,H,36.2,4,12,1,4,4,6,0,4,4,8,2,5,1,1,13
2014-2015 Regular Season,10/29/2014,Nik Stauskas,SG,Sacramento,Golden State,H,26,3,10,2,7,1,1,0,0,0,0,3,0,1,0,9
2014-2015 Regular Season,10/29/2014,Carl Landry,PF,Sacramento,Golden State,H,17.4,3,5,0,0,2,2,5,2,7,0,1,0,2,0,8
2014-2015 Regular Season,10/29/2014,Derrick Williams,PF,Sacramento,Golden State,H,12.7,1,4,0,2,0,0,1,1,2,0,2,1,0,0,2
2014-2015 Regular Season,10/29/2014,Ramon Sessions,PG,Sacramento,Golden State,H,10.2,1,3,0,0,1,1,0,0,0,1,2,0,4,0,3
2014-2015 Regular Season,10/29/2014,Reggie Evans,PF,Sacramento,Golden State,H,6.9,0,3,0,0,0,0,2,3,5,1,0,0,1,0,0
2014-2015 Regular Season,10/29/2014,Omri Casspi,SF,Sacramento,Golden State,H,15.4,1,3,0,1,2,2,0,2,2,1,2,0,2,0,4
2014-2015 Regular Season,10/29/2014,Ray McCallum,PG,Sacramento,Golden State,H,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,10/29/2014,Ryan Hollins,C,Sacramento,Golden State,H,1.5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
2014-2015 Regular Season,10/29/2014,Serge Ibaka,PF,Oklahoma City,Portland,R,28.5,4,11,1,3,1,2,2,6,8,2,5,0,5,4,10
2014-2015 Regular Season,10/29/2014,Perry Jones,SF,Oklahoma City,Portland,R,30.7,1,9,0,3,1,2,1,2,3,0,2,0,0,0,3
2014-2015 Regular Season,10/29/2014,Steven Adams,C,Oklahoma City,Portland,R,26.6,3,4,0,0,2,3,2,5,7,2,3,2,4,0,8
2014-2015 Regular Season,10/29/2014,Andre Roberson,SG,Oklahoma City,Portland,R,34.9,3,4,0,0,0,0,1,6,7,2,5,1,2,0,6
2014-2015 Regular Season,10/29/2014,Russell Westbrook,PG,Oklahoma City,Portland,R,32.7,11,26,1,2,15,16,2,1,3,6,3,3,2,0,38
2014-2015 Regular Season,10/29/2014,Lance Thomas,SF-PF,Oklahoma City,Portland,R,31.2,7,10,0,0,0,0,1,2,3,2,2,0,0,0,14
2014-2015 Regular Season,10/29/2014,Kendrick Perkins,C,Oklahoma City,Portland,R,20.6,2,3,0,0,0,0,5,3,8,0,2,1,0,1,4
2014-2015 Regular Season,10/29/2014,Nick Collison,PF,Oklahoma City,Portland,R,19.5,1,5,0,3,0,1,0,3,3,3,4,2,0,0,2
2014-2015 Regular Season,10/29/2014,Sebastian Telfair,PG,Oklahoma City,Portland,R,15.4,1,9,0,5,2,2,0,1,1,2,2,0,0,0,4
2014-2015 Regular Season,10/29/2014,Nicolas Batum,SF,Portland,Oklahoma City,H,34.2,5,12,2,5,4,4,0,5,5,6,2,1,2,1,16
2014-2015 Regular Season,10/29/2014,LaMarcus Aldridge,PF,Portland,Oklahoma City,H,34.1,10,19,1,1,6,8,1,2,3,2,0,1,2,2,27
2014-2015 Regular Season,10/29/2014,Robin Lopez,C,Portland,Oklahoma City,H,32.4,4,11,0,0,3,4,7,3,10,0,2,1,0,2,11
2014-2015 Regular Season,10/29/2014,Wesley Matthews,SG,Portland,Oklahoma City,H,34.6,8,12,5,9,1,2,1,3,4,2,3,0,0,1,22
2014-2015 Regular Season,10/29/2014,Damian Lillard,PG,Portland,Oklahoma City,H,29.6,3,10,2,7,2,2,0,2,2,5,4,1,1,0,10
2014-2015 Regular Season,10/29/2014,Chris Kaman,C,Portland,Oklahoma City,H,21.5,6,10,0,0,0,0,1,5,6,2,2,0,2,1,12
2014-2015 Regular Season,10/29/2014,CJ McCollum,SG,Portland,Oklahoma City,H,15.7,1,4,0,2,0,0,1,1,2,1,3,0,3,0,2
2014-2015 Regular Season,10/29/2014,Joel Freeland,C,Portland,Oklahoma City,H,5.7,0,1,0,0,0,0,1,1,2,0,1,0,0,1,0
2014-2015 Regular Season,10/29/2014,Steve Blake,PG,Portland,Oklahoma City,H,20.3,0,4,0,3,1,2,1,4,5,5,1,0,0,0,1
2014-2015 Regular Season,10/29/2014,Dorell Wright,SF,Portland,Oklahoma City,H,4.8,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
2014-2015 Regular Season,10/29/2014,Will Barton,SG,Portland,Oklahoma City,H,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,10/29/2014,Allen Crabbe,SG,Portland,Oklahoma City,H,2.3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,3
2014-2015 Regular Season,10/29/2014,Thomas Robinson,PF,Portland,Oklahoma City,H,2.3,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2
2014-2015 Regular Season,10/30/2014,Paul Pierce,SF,Washington,Orlando,R,30.3,6,13,2,2,2,2,1,3,4,1,4,2,1,0,16
2014-2015 Regular Season,10/30/2014,Nene,PF,Washington,Orlando,R,33.8,5,10,0,0,2,4,0,4,4,5,3,3,0,0,12
2014-2015 Regular Season,10/30/2014,Marcin Gortat,C,Washington,Orlando,R,36.8,10,13,0,0,0,2,2,10,12,1,1,0,2,0,20
2014-2015 Regular Season,10/30/2014,Garrett Temple,SG,Washington,Orlando,R,33.5,4,8,2,3,2,2,0,1,1,1,3,0,0,0,12
2014-2015 Regular Season,10/30/2014,John Wall,PG,Washington,Orlando,R,36.7,10,21,2,5,8,9,0,5,5,12,2,2,2,0,30
2014-2015 Regular Season,10/30/2014,Drew Gooden,PF,Washington,Orlando,R,20.4,2,7,0,1,0,0,1,4,5,0,1,0,2,0,4
2014-2015 Regular Season,10/30/2014,Otto Porter,SF,Washington,Orlando,R,18,1,3,0,0,2,2,1,0,1,1,5,3,1,0,4
2014-2015 Regular Season,10/30/2014,Glen Rice Jr.,SG,Washington,Orlando,R,14.5,1,2,1,2,2,3,1,0,1,0,4,0,2,0,5
2014-2015 Regular Season,10/30/2014,Andre Miller,PG,Washington,Orlando,R,11.3,0,1,0,0,2,2,0,3,3,1,0,0,1,0,2
2014-2015 Regular Season,10/30/2014,Kris Humphries,PF,Washington,Orlando,R,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,10/30/2014,Kevin Seraphin,C,Washington,Orlando,R,1.9,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0
2014-2015 Regular Season,10/30/2014,Tobias Harris,SF,Orlando,Washington,H,35.4,4,12,1,2,5,7,0,4,4,0,3,1,3,0,14
2014-2015 Regular Season,10/30/2014,Channing Frye,PF,Orlando,Washington,H,24.3,1,3,0,2,0,0,0,2,2,0,2,0,2,0,2
2014-2015 Regular Season,10/30/2014,Nikola Vucevic,C,Orlando,Washington,H,38.1,11,21,0,0,1,1,1,11,12,3,3,1,2,0,23
2014-2015 Regular Season,10/30/2014,Evan Fournier,SG,Orlando,Washington,H,33.7,8,10,3,4,2,2,1,3,4,0,5,1,3,0,21
2014-2015 Regular Season,10/30/2014,Elfrid Payton,PG,Orlando,Washington,H,22.7,0,2,0,0,2,4,1,2,3,7,4,0,6,0,2
2014-2015 Regular Season,10/30/2014,Aaron Gordon,PF,Orlando,Washington,H,17.5,2,4,0,1,0,1,0,4,4,1,1,0,1,0,4
2014-2015 Regular Season,10/30/2014,Dewayne Dedmon,C,Orlando,Washington,H,8.5,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0
2014-2015 Regular Season,10/30/2014,Ben Gordon,SG,Orlando,Washington,H,26.2,7,12,2,5,6,7,0,0,0,4,2,0,1,0,22
2014-2015 Regular Season,10/30/2014,Luke Ridnour,PG,Orlando,Washington,H,24.8,4,7,0,1,0,0,0,1,1,4,0,1,0,0,8
2014-2015 Regular Season,10/30/2014,Willie Green,SG,Orlando,Washington,H,3.7,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2
2014-2015 Regular Season,10/30/2014,Andrew Nicholson,PF,Orlando,Washington,H,5.2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
2014-2015 Regular Season,10/30/2014,Devyn Marble,SG,Orlando,Washington,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,10/30/2014,Kyle Singler,SF,Detroit,Minnesota,R,23.7,2,6,1,4,0,0,1,2,3,0,1,0,1,0,5
2014-2015 Regular Season,10/30/2014,Josh Smith,PF,Detroit,Minnesota,R,29.9,5,16,0,2,0,0,2,5,7,4,4,0,3,2,10
2014-2015 Regular Season,10/30/2014,Andre Drummond,C,Detroit,Minnesota,R,31.3,5,14,0,0,1,4,2,10,12,1,5,0,2,2,11
2014-2015 Regular Season,10/30/2014,Kentavious Caldwell-Pope,SG,Detroit,Minnesota,R,41.5,5,13,1,2,0,2,4,2,6,2,2,2,1,0,11
2014-2015 Regular Season,10/30/2014,Brandon Jennings,PG,Detroit,Minnesota,R,15.5,2,4,0,0,0,0,1,1,2,6,3,0,2,0,4
2014-2015 Regular Season,10/30/2014,Caron Butler,SF,Detroit,Minnesota,R,30.8,10,14,4,7,0,0,3,5,8,0,4,0,1,0,24
2014-2015 Regular Season,10/30/2014,Jonas Jerebko,PF,Detroit,Minnesota,R,18.1,2,4,0,1,0,0,0,1,1,1,1,0,0,0,4
2014-2015 Regular Season,10/30/2014,D.J. Augustin,PG,Detroit,Minnesota,R,32.5,6,18,1,5,7,7,1,2,3,6,2,0,2,0,20
2014-2015 Regular Season,10/30/2014,Joel Anthony,C,Detroit,Minnesota,R,16.7,1,2,0,0,0,0,0,4,4,0,2,1,0,1,2
2014-2015 Regular Season,10/30/2014,Andrew Wiggins,SG,Minnesota,Detroit,H,23.8,4,9,0,0,0,3,0,4,4,1,1,1,3,0,8
2014-2015 Regular Season,10/30/2014,Thaddeus Young,PF,Minnesota,Detroit,H,34.1,7,13,2,4,3,3,1,4,5,2,3,3,1,0,19
2014-2015 Regular Season,10/30/2014,Nikola Pekovic,C,Minnesota,Detroit,H,30.7,7,13,0,0,3,3,5,5,10,0,4,0,3,0,17
2014-2015 Regular Season,10/30/2014,Corey Brewer,SF,Minnesota,Detroit,H,29.3,3,6,1,1,1,2,1,3,4,1,0,2,1,0,8
